Store	Date	foot_traffic	visitor	customer	Transaction	sale
Store 4	2016-03-07	17093	2838	479	119	57001
Store 4	2016-03-08	13354	2254	583	94	54802
Store 4	2016-03-09	20809	3286	489	122	59658
Store 4	2016-03-10	23447	5360	1170	91	106470
Store 4	2016-03-11	16241	3286	712	92	65504
Store 4	2016-03-12	19935	2702	442	123	54366
Store 4	2016-03-13	13155	3159	793	96	76128
Store 4	2016-03-14	11292	2597	732	97	71004
Store 4	2016-03-15	13713	3050	632	102	64464
Store 4	2016-03-16	18957	3687	981	87	85347
Store 4	2016-03-17	15720	3057	803	100	80300
Store 4	2016-03-18	19671	2930	542	87	47154
Store 4	2016-03-19	10097	1579	289	94	27166
Store 4	2016-03-20	19701	3115	459	125	57375
Store 4	2016-03-21	11451	2003	583	102	59466
Store 4	2016-03-22	12738	1534	232	101	23432
Store 4	2016-03-23	11798	1458	418	103	43054
Store 4	2016-03-24	17501	2989	890	126	112140
Store 4	2016-03-25	13667	2332	688	114	78432
Store 4	2016-03-26	17593	2956	478	94	44932
Store 4	2016-03-27	17433	3782	532	119	63308
Store 4	2016-03-28	13951	1572	220	101	22220
Store 4	2016-03-29	13279	2682	325	125	40625
Store 4	2016-03-30	11865	1759	363	134	48642
Store 4	2016-03-31	17426	3019	560	98	54880
Store 4	2016-04-01	20276	2549	627	150	94050
Store 4	2016-04-02	17894	2074	399	93	37107
Store 4	2016-04-03	13451	3064	339	108	36612
Store 4	2016-04-04	14835	3414	717	104	74568
Store 4	2016-04-05	15049	2461	496	124	61504
Store 4	2016-04-06	17268	2222	529	107	56603
Store 4	2016-04-07	13655	1768	335	107	35845
Store 4	2016-04-08	12598	2098	623	110	68530
Store 4	2016-04-09	17074	2813	644	126	81144
Store 4	2016-04-10	16945	3832	906	117	106002
Store 4	2016-04-11	15771	2946	773	130	100490
Store 4	2016-04-12	12219	2536	732	102	74664
Store 4	2016-04-13	17027	2687	736	106	78016
Store 4	2016-04-14	12439	1575	238	96	22848
Store 4	2016-04-15	14596	2890	343	118	40474
Store 4	2016-04-16	19799	2512	571	97	55387
Store 4	2016-04-17	14070	1942	266	95	25270
Store 4	2016-04-18	13906	3319	802	120	96240
Store 4	2016-04-19	12345	2516	313	90	28170
Store 4	2016-04-20	16645	1936	307	105	32235
Store 4	2016-04-21	14511	1693	296	122	36112
Store 4	2016-04-22	14685	2878	526	123	64698
Store 4	2016-04-23	14901	1561	156	102	15912
Store 4	2016-04-24	17309	2974	802	131	105062
Store 4	2016-04-25	14844	3448	970	93	90210
Store 4	2016-04-26	18395	3871	453	61	27633
Store 4	2016-04-27	13562	2130	221	112	24752
Store 4	2016-04-28	11109	1362	278	96	26688
Store 4	2016-04-29	12647	3135	481	123	59163
Store 4	2016-04-30	16504	3001	807	104	83928
Store 4	2016-05-01	19875	3760	1012	93	94116
Store 4	2016-05-02	16025	3018	697	94	65518
Store 4	2016-05-03	16250	3964	759	123	93357
Store 4	2016-05-04	13631	2812	763	102	77826
Store 4	2016-05-05	12694	3098	790	104	82160
Store 4	2016-05-06	21321	3035	699	104	72696
Store 4	2016-05-07	18733	2868	764	107	81748
Store 4	2016-05-08	15509	2271	361	105	37905
Store 4	2016-05-09	13485	2379	623	85	52955
Store 4	2016-05-10	21614	2716	582	115	66930
Store 4	2016-05-11	17841	4064	723	110	79530
Store 4	2016-05-12	9457	1773	285	123	35055
Store 4	2016-05-13	14701	2061	519	137	71103
Store 4	2016-05-14	16765	2019	275	98	26950
Store 4	2016-05-15	7969	811	179	121	21659
Store 4	2016-05-16	16916	2603	732	136	99552
Store 4	2016-05-17	15612	2606	462	102	47124
Store 4	2016-05-18	16379	4065	1211	119	144109
Store 4	2016-05-19	18554	3421	362	105	38010
Store 4	2016-05-20	17806	3507	517	91	47047
Store 4	2016-05-21	12581	2548	366	138	50508
Store 4	2016-05-22	17656	3775	807	85	68595
Store 4	2016-05-23	15535	2487	645	99	63855
Store 4	2016-05-24	13897	1444	383	93	35619
Store 4	2016-05-25	16973	3244	428	108	46224
Store 4	2016-05-26	14215	1543	456	89	40584
Store 4	2016-05-27	11011	2360	257	126	32382
Store 4	2016-05-28	15348	2966	607	135	81945
Store 4	2016-05-29	16086	1845	448	110	49280
Store 4	2016-05-30	13564	2932	420	139	58380
Store 4	2016-05-31	15464	3417	974	102	99348
Store 4	2016-06-01	18082	3813	961	111	106671
Store 4	2016-06-02	14788	2830	563	103	57989
Store 4	2016-06-03	14231	2476	402	105	42210
Store 4	2016-06-04	10899	2154	410	98	40180
Store 4	2016-06-05	15453	2065	384	103	39552
Store 4	2016-06-06	13807	2583	522	86	44892
Store 4	2016-06-07	14452	1848	259	84	21756
Store 4	2016-06-08	16993	3573	478	89	42542
Store 4	2016-06-09	6802	1486	347	106	36782
Store 4	2016-06-10	11234	2315	329	118	38822
Store 4	2016-06-11	16608	1962	360	111	39960
Store 4	2016-06-12	17458	3037	690	95	65550
Store 4	2016-06-13	15367	3657	554	110	60940
Store 4	2016-06-14	12584	1697	303	94	28482
Store 4	2016-06-15	15331	3787	1032	109	112488
Store 4	2016-06-16	20364	4364	1189	125	148625
Store 4	2016-06-17	12686	1771	377	117	44109
Store 4	2016-06-18	11823	1271	158	93	14694
Store 4	2016-06-19	14303	2436	401	122	48922
Store 4	2016-06-20	11111	2775	635	102	64770
Store 4	2016-06-21	15870	3544	776	113	87688
Store 4	2016-06-22	13384	2256	646	98	63308
Store 4	2016-06-23	18133	4433	601	89	53489
Store 4	2016-06-24	10293	2144	424	113	47912
Store 4	2016-06-25	19310	4090	1050	81	85050
Store 4	2016-06-26	15978	2948	748	79	59092
Store 4	2016-06-27	15812	3474	689	120	82680
Store 4	2016-06-28	13597	1959	585	87	50895
Store 4	2016-06-29	14847	2486	329	119	39151
Store 4	2016-06-30	9742	1934	575	124	71300
Store 4	2016-07-01	22262	3795	793	100	79300
Store 4	2016-07-02	13192	2566	312	99	30888
Store 4	2016-07-03	17315	4208	915	90	82350
Store 4	2016-07-04	11957	2083	232	110	25520
Store 4	2016-07-05	16851	1916	307	109	33463
Store 4	2016-07-06	10706	2605	576	109	62784
Store 4	2016-07-07	16360	3507	700	118	82600
Store 4	2016-07-08	17593	4235	896	98	87808
Store 4	2016-07-09	14869	1783	472	97	45784
Store 4	2016-07-10	12967	2189	455	135	61425
Store 4	2016-07-11	16767	2503	568	100	56800
Store 4	2016-07-12	10864	1639	195	87	16965
Store 4	2016-07-13	12996	2192	623	117	72891
Store 4	2016-07-14	14277	1944	361	103	37183
Store 4	2016-07-15	12592	3088	627	91	57057
Store 4	2016-07-16	17167	4078	1015	105	106575
Store 4	2016-07-17	15966	2607	472	101	47672
Store 4	2016-07-18	17147	3043	859	101	86759
Store 4	2016-07-19	17127	2561	362	111	40182
Store 4	2016-07-20	10604	1925	422	123	51906
Store 4	2016-07-21	14464	3456	579	97	56163
Store 4	2016-07-22	7740	1202	223	107	23861
Store 4	2016-07-23	15862	3413	356	120	42720
Store 4	2016-07-24	13679	3383	685	109	74665
Store 4	2016-07-25	7969	1328	137	106	14522
Store 4	2016-07-26	11832	1679	187	118	22066
Store 4	2016-07-27	13582	2150	389	108	42012
Store 4	2016-07-28	15531	2314	286	95	27170
Store 4	2016-07-29	13003	1926	543	92	49956
Store 4	2016-07-30	13482	2005	472	97	45784
Store 4	2016-07-31	11668	1669	176	122	21472
Store 4	2016-08-01	12770	2073	431	92	39652
Store 4	2016-08-02	13821	1601	429	137	58773
Store 4	2016-08-03	13709	1714	448	120	53760
Store 4	2016-08-04	22588	2831	338	125	42250
Store 4	2016-08-05	17336	3885	774	99	76626
Store 4	2016-08-06	13416	2495	548	131	71788
Store 4	2016-08-07	17014	3640	933	123	114759
Store 4	2016-08-08	15479	3822	656	105	68880
Store 4	2016-08-09	15351	3340	717	107	76719
Store 4	2016-08-10	23258	4620	829	111	92019
Store 4	2016-08-11	16244	1887	279	94	26226
Store 4	2016-08-12	11333	2623	676	118	79768
Store 4	2016-08-13	17292	3406	885	110	97350
Store 4	2016-08-14	14093	2610	565	112	63280
Store 4	2016-08-15	15334	1860	379	154	58366
Store 4	2016-08-16	15917	1759	369	118	43542
Store 4	2016-08-17	13922	1398	378	105	39690
Store 4	2016-08-18	12261	2032	606	121	73326
Store 4	2016-08-19	11680	2434	620	112	69440
Store 4	2016-08-20	16425	2480	645	108	69660
Store 4	2016-08-21	12337	1532	368	128	47104
Store 4	2016-08-22	15231	2553	438	113	49494
Store 4	2016-08-23	16587	1738	490	126	61740
Store 4	2016-08-24	12871	2917	581	110	63910
Store 4	2016-08-25	13930	1590	164	101	16564
Store 4	2016-08-26	17361	2875	683	113	77179
Store 4	2016-08-27	20158	4950	851	120	102120
Store 4	2016-08-28	18334	3065	875	108	94500
Store 4	2016-08-29	12749	2452	630	99	62370
Store 4	2016-08-30	15140	3772	474	117	55458
Store 4	2016-08-31	16798	1896	554	110	60940
Store 4	2016-09-01	14264	1755	225	118	26550
Store 4	2016-09-02	17116	3605	846	99	83754
Store 4	2016-09-03	15564	2477	335	115	38525
Store 4	2016-09-04	13782	2716	320	129	41280
Store 4	2016-09-05	9927	2021	514	105	53970
Store 4	2016-09-06	17563	4269	1120	103	115360
Store 4	2016-09-07	13622	1563	218	95	20710
Store 4	2016-09-08	16072	3585	367	119	43673
Store 4	2016-09-09	12337	2421	344	127	43688
Store 4	2016-09-10	15692	2195	590	101	59590
Store 4	2016-09-11	15854	3027	835	103	86005
Store 4	2016-09-12	13684	3335	910	107	97370
Store 4	2016-09-13	17286	2440	394	110	43340
Store 4	2016-09-14	20626	3510	965	91	87815
Store 4	2016-09-15	14996	1603	192	89	17088
Store 4	2016-09-16	13110	2981	443	138	61134
Store 4	2016-09-17	18227	3058	692	116	80272
Store 4	2016-09-18	18710	4624	514	127	65278
Store 4	2016-09-19	14313	1488	305	97	29585
Store 4	2016-09-20	16916	2917	319	86	27434
Store 4	2016-09-21	20597	2307	547	90	49230
Store 4	2016-09-22	8509	1773	460	110	50600
Store 4	2016-09-23	15458	3728	554	105	58170
Store 4	2016-09-24	20208	2703	549	109	59841
Store 4	2016-09-25	15572	3406	948	109	103332
Store 4	2016-09-26	17365	1899	479	102	48858
Store 4	2016-09-27	16597	2301	280	106	29680
Store 4	2016-09-28	18001	2674	320	95	30400
Store 4	2016-09-29	16485	3292	437	138	60306
Store 4	2016-09-30	11746	1830	285	138	39330
Store 4	2016-10-01	16288	3506	701	114	79914
Store 4	2016-10-02	15941	3901	457	95	43415
Store 4	2016-10-03	8535	1209	263	92	24196
Store 4	2016-10-04	13994	3360	423	130	54990
Store 4	2016-10-05	17524	2270	511	109	55699
Store 4	2016-10-06	18364	4481	995	120	119400
Store 4	2016-10-07	18490	2979	747	104	77688
Store 4	2016-10-08	14779	2310	691	134	92594
Store 4	2016-10-09	11968	2988	374	101	37774
Store 4	2016-10-10	11969	2017	490	96	47040
Store 4	2016-10-11	14561	1524	278	90	25020
Store 4	2016-10-12	15038	1679	443	100	44300
Store 4	2016-10-13	19414	3019	795	104	82680
Store 4	2016-10-14	15545	2123	418	130	54340
Store 4	2016-10-15	13331	1345	346	96	33216
Store 4	2016-10-16	20058	2947	595	110	65450
Store 4	2016-10-17	18906	1914	532	116	61712
Store 4	2016-10-18	15790	3603	864	126	108864
Store 4	2016-10-19	15079	1709	321	91	29211
Store 4	2016-10-20	20324	2725	461	140	64540
Store 4	2016-10-21	15204	2955	333	102	33966
Store 4	2016-10-22	15723	2649	706	103	72718
Store 4	2016-10-23	17504	3474	998	130	129740
Store 4	2016-10-24	12673	1726	326	117	38142
Store 4	2016-10-25	11470	1879	544	112	60928
Store 4	2016-10-26	16815	3047	483	101	48783
Store 4	2016-10-27	17787	3692	714	94	67116
Store 4	2016-10-28	10554	1693	244	95	23180
Store 4	2016-10-29	18348	3568	522	109	56898
Store 4	2016-10-30	15386	3241	934	99	92466
Store 4	2016-10-31	12882	2003	373	124	46252
Store 4	2016-11-01	17548	3190	334	117	39078
Store 4	2016-11-02	16547	2278	667	113	75371
Store 4	2016-11-03	9059	1299	334	113	37742
Store 4	2016-11-04	12840	2742	647	122	78934
Store 4	2016-11-05	14749	3026	625	133	83125
Store 4	2016-11-06	18138	4469	1264	123	155472
Store 4	2016-11-07	12777	2499	288	107	30816
Store 4	2016-11-08	16234	2338	480	107	51360
Store 4	2016-11-09	17568	2523	337	112	37744
Store 4	2016-11-10	17880	3294	940	114	107160
Store 4	2016-11-11	13827	2571	405	92	37260
Store 4	2016-11-12	17088	2190	650	107	69550
Store 4	2016-11-13	15969	2841	286	122	34892
Store 4	2016-11-14	16405	1754	398	128	50944
Store 4	2016-11-15	16006	1961	487	100	48700
Store 4	2016-11-16	16308	4018	746	118	88028
Store 4	2016-11-17	14611	1682	396	103	40788
Store 4	2016-11-18	12917	1464	160	106	16960
Store 4	2016-11-19	20697	3433	772	112	86464
Store 4	2016-11-20	12860	1311	225	95	21375
Store 4	2016-11-21	15851	2651	278	132	36696
Store 4	2016-11-22	13254	2071	544	109	59296
Store 4	2016-11-23	17938	3819	653	102	66606
Store 4	2016-11-24	20579	3379	776	110	85360
Store 4	2016-11-25	17589	2737	372	93	34596
Store 4	2016-11-26	14982	2791	614	143	87802
Store 4	2016-11-27	14816	2046	500	111	55500
Store 4	2016-11-28	12438	1743	269	80	21520
Store 4	2016-11-29	12492	2398	642	98	62916
Store 4	2016-11-30	17059	3724	908	88	79904
Store 4	2016-12-01	13807	1580	241	91	21931
Store 4	2016-12-02	19136	3860	405	118	47790
Store 4	2016-12-03	13881	3274	712	106	75472
Store 4	2016-12-04	15623	1853	242	110	26620
Store 4	2016-12-05	12633	1839	386	123	47478
Store 4	2016-12-06	17483	2932	664	134	88976
Store 4	2016-12-07	15056	1533	217	103	22351
Store 4	2016-12-08	14669	2444	584	123	71832
Store 4	2016-12-09	13956	1704	312	125	39000
Store 4	2016-12-10	16911	2022	499	115	57385
Store 4	2016-12-11	11792	1705	265	117	31005
Store 4	2016-12-12	18302	2283	647	111	71817
Store 4	2016-12-13	14414	2651	465	126	58590
Store 4	2016-12-14	11904	2824	565	94	53110
Store 4	2016-12-15	16983	2902	840	115	96600
Store 4	2016-12-16	11848	2862	832	105	87360
Store 4	2016-12-17	12665	2256	645	106	68370
Store 4	2016-12-18	13109	3192	905	93	84165
Store 4	2016-12-19	13421	3342	410	102	41820
Store 4	2016-12-20	11408	1735	520	109	56680
Store 4	2016-12-21	12445	2795	660	93	61380
Store 4	2016-12-22	15190	2124	408	91	37128
Store 4	2016-12-23	13944	3169	328	101	33128
Store 4	2016-12-24	15827	2126	290	115	33350
Store 4	2016-12-25	20653	2255	313	104	32552
Store 4	2016-12-26	9844	1677	415	110	45650
Store 4	2016-12-27	17972	2477	706	89	62834
Store 4	2016-12-28	19666	4784	512	77	39424
Store 4	2016-12-29	13625	2402	372	98	36456
Store 4	2016-12-30	16491	2606	421	117	49257
Store 4	2016-12-31	20320	2989	707	84	59388
Store 4	2017-01-01	15885	2121	218	144	31392
Store 4	2017-01-02	13993	2531	665	91	60515
Store 4	2017-01-03	10509	2521	427	113	48251
Store 4	2017-01-04	13662	1696	412	107	44084
Store 4	2017-01-05	16779	3968	846	76	64296
Store 4	2017-01-06	18026	3955	805	110	88550
Store 4	2017-01-07	10902	1976	543	98	53214
Store 4	2017-01-08	16875	3610	561	124	69564
Store 4	2017-01-09	11583	2797	629	111	69819
Store 4	2017-01-10	21409	4922	1197	130	155610
Store 4	2017-01-11	12662	2312	589	99	58311
Store 4	2017-01-12	19059	4611	730	97	70810
Store 4	2017-01-13	13485	1589	440	100	44000
Store 4	2017-01-14	13267	2485	634	82	51988
Store 4	2017-01-15	16892	4031	466	111	51726
Store 4	2017-01-16	11319	1628	431	100	43100
Store 4	2017-01-17	13574	2841	847	100	84700
Store 4	2017-01-18	18887	3224	931	99	92169
Store 4	2017-01-19	15938	3382	919	101	92819
Store 4	2017-01-20	13581	1719	429	102	43758
Store 4	2017-01-21	14220	1851	505	106	53530
Store 4	2017-01-22	16949	2363	396	120	47520
Store 4	2017-01-23	13531	1640	174	93	16182
Store 4	2017-01-24	13828	1976	326	109	35534
Store 4	2017-01-25	16539	1765	400	125	50000
Store 4	2017-01-26	18037	2388	611	123	75153
Store 4	2017-01-27	20864	4874	574	103	59122
Store 4	2017-01-28	13199	1651	428	99	42372
Store 4	2017-01-29	18391	3055	499	99	49401
Store 4	2017-01-30	16752	2321	519	93	48267
Store 4	2017-01-31	13809	2993	525	103	54075
Store 4	2017-02-01	13602	2568	683	100	68300
Store 4	2017-02-02	10956	1423	283	96	27168
Store 4	2017-02-03	15187	3480	381	112	42672
Store 4	2017-02-04	15576	3786	417	102	42534
Store 4	2017-02-05	14465	1880	423	157	66411
Store 4	2017-02-06	15950	3128	801	104	83304
Store 4	2017-02-07	11393	2166	252	111	27972
Store 4	2017-02-08	12516	2125	362	131	47422
Store 4	2017-02-09	14268	1797	450	123	55350
Store 4	2017-02-10	13756	2948	412	115	47380
Store 4	2017-02-11	12381	2924	856	105	89880
Store 4	2017-02-12	9977	1896	450	133	59850
Store 4	2017-02-13	16795	3729	1001	91	91091
Store 4	2017-02-14	9288	1723	493	95	46835
Store 4	2017-02-15	16122	2703	535	112	59920
Store 4	2017-02-16	17353	2344	258	112	28896
Store 4	2017-02-17	15450	3093	444	109	48396
Store 4	2017-02-18	13340	2290	442	100	44200
Store 4	2017-02-19	12216	2636	270	107	28890
Store 4	2017-02-20	11402	2730	393	68	26724
Store 4	2017-02-21	18450	2921	555	122	67710
Store 4	2017-02-22	21452	2844	323	111	35853
Store 4	2017-02-23	14345	2960	355	102	36210
Store 4	2017-02-24	17116	2813	825	126	103950
Store 4	2017-02-25	14989	3353	410	117	47970
Store 4	2017-02-26	12581	2384	399	108	43092
Store 4	2017-02-27	14158	2576	689	126	86814
Store 4	2017-02-28	17188	2796	356	115	40940
Store 4	2017-03-01	10899	1206	266	77	20482
Store 4	2017-03-02	17487	2957	831	91	75621
Store 4	2017-03-03	18872	4377	1175	91	106925
Store 4	2017-03-04	14070	1718	298	106	31588
Store 4	2017-03-05	9211	2005	385	112	43120
Store 4	2017-03-06	12099	1587	344	86	29584
Store 4	2017-03-07	10923	1909	221	126	27846
Store 4	2017-03-08	13594	2270	628	91	57148
Store 4	2017-03-09	13015	2117	236	89	21004
Store 4	2017-03-10	15371	2725	661	99	65439
Store 4	2017-03-11	13280	2336	679	118	80122
Store 4	2017-03-12	15831	3200	764	106	80984
Store 4	2017-03-13	23876	3659	616	124	76384
Store 4	2017-03-14	17201	4162	1071	95	101745
Store 4	2017-03-15	17409	2316	239	105	25095
Store 4	2017-03-16	18335	3297	383	101	38683
Store 4	2017-03-17	17897	4010	986	133	131138
Store 4	2017-03-18	12944	1459	232	109	25288
Store 4	2017-03-19	13943	3380	368	74	27232
Store 4	2017-03-20	14948	3093	578	115	66470
Store 4	2017-03-21	10497	2420	311	104	32344
Store 4	2017-03-22	13867	1598	250	150	37500
Store 4	2017-03-23	19394	4828	971	110	106810
Store 4	2017-03-24	14990	3544	723	122	88206
Store 4	2017-03-25	14666	3214	386	109	42074
Store 4	2017-03-26	11556	2639	662	107	70834
Store 4	2017-03-27	13183	3004	382	86	32852
Store 4	2017-03-28	16592	2578	561	93	52173
Store 4	2017-03-29	16429	3936	1177	116	136532
Store 4	2017-03-30	18469	3802	1076	102	109752
Store 4	2017-03-31	15727	3525	721	112	80752
Store 4	2017-04-01	9240	1656	251	104	26104
Store 4	2017-04-02	12187	2015	477	84	40068
Store 4	2017-04-03	18605	4012	700	104	72800
Store 4	2017-04-04	13617	3373	633	111	70263
Store 4	2017-04-05	17485	2135	581	112	65072
Store 4	2017-04-06	10797	1631	368	119	43792
Store 4	2017-04-07	20206	2648	541	103	55723
Store 4	2017-04-08	21675	3500	849	102	86598
Store 4	2017-04-09	15264	3652	770	97	74690
Store 4	2017-04-10	13578	1601	469	105	49245
Store 4	2017-04-11	10988	1867	296	104	30784
Store 4	2017-04-12	16387	3737	1120	124	138880
Store 4	2017-04-13	11699	2168	466	113	52658
Store 4	2017-04-14	13646	3105	333	116	38628
Store 4	2017-04-15	15137	2930	731	104	76024
Store 4	2017-04-16	15628	3124	707	103	72821
Store 4	2017-04-17	9284	1291	266	98	26068
Store 4	2017-04-18	18485	4440	905	134	121270
Store 4	2017-04-19	11492	2587	540	104	56160
Store 4	2017-04-20	15189	1994	333	132	43956
Store 4	2017-04-21	16123	2547	282	114	32148
Store 4	2017-04-22	20488	4714	1077	111	119547
Store 4	2017-04-23	14253	2928	555	85	47175
Store 4	2017-04-24	13816	2064	276	121	33396
Store 4	2017-04-25	11508	1652	194	112	21728
Store 4	2017-04-26	12808	2411	595	99	58905
Store 4	2017-04-27	17843	3523	942	107	100794
Store 4	2017-04-28	15686	3185	798	123	98154
Store 4	2017-04-29	16930	3457	980	124	121520
Store 4	2017-04-30	13401	3272	598	100	59800
Store 4	2017-05-01	16560	2925	369	92	33948
Store 4	2017-05-02	17325	2214	520	123	63960
Store 4	2017-05-03	17252	2997	757	99	74943
Store 4	2017-05-04	15093	3047	394	103	40582
Store 4	2017-05-05	9785	1647	394	118	46492
Store 4	2017-05-06	13029	2406	242	120	29040
Store 4	2017-05-07	16409	1799	442	126	55692
Store 4	2017-05-08	17852	2066	364	115	41860
Store 4	2017-05-09	17381	2763	338	112	37856
Store 4	2017-05-10	13559	2807	526	103	54178
Store 4	2017-05-11	13974	1794	349	106	36994
Store 4	2017-05-12	15969	1653	263	117	30771
Store 4	2017-05-13	19687	4883	1368	129	176472
Store 4	2017-05-14	13643	2516	679	113	76727
Store 4	2017-05-15	21688	4761	965	111	107115
Store 4	2017-05-16	12854	2063	513	110	56430
Store 4	2017-05-17	8935	1247	182	89	16198
Store 4	2017-05-18	11041	1501	378	111	41958
Store 4	2017-05-19	15980	2355	620	108	66960
Store 4	2017-05-20	13797	2918	734	133	97622
Store 4	2017-05-21	11527	2258	566	94	53204
Store 4	2017-05-22	16003	1944	567	96	54432
Store 4	2017-05-23	19922	3125	926	120	111120
Store 4	2017-05-24	12535	2642	651	81	52731
Store 4	2017-05-25	20154	3941	1075	71	76325
Store 4	2017-05-26	8557	1845	234	143	33462
Store 4	2017-05-27	11819	2649	309	108	33372
Store 4	2017-05-28	17566	3211	340	99	33660
Store 4	2017-05-29	13784	1565	290	112	32480
Store 4	2017-05-30	16345	2845	403	92	37076
Store 4	2017-05-31	15032	2516	471	100	47100
Store 4	2017-06-01	16668	4061	881	87	76647
Store 4	2017-06-02	15847	3441	764	119	90916
Store 4	2017-06-03	16841	2278	280	111	31080
Store 4	2017-06-04	12235	1307	228	101	23028
Store 4	2017-06-05	17301	3301	368	116	42688
Store 4	2017-06-06	13244	2295	270	111	29970
Store 4	2017-06-07	15032	3224	880	103	90640
Store 4	2017-06-08	10969	2151	266	98	26068
Store 4	2017-06-09	11618	2186	336	95	31920
Store 4	2017-06-10	15434	3812	971	118	114578
Store 4	2017-06-11	10617	1456	158	116	18328
Store 4	2017-06-12	16766	2959	401	128	51328
Store 4	2017-06-13	15054	2888	543	133	72219
Store 4	2017-06-14	11986	1595	210	84	17640
Store 4	2017-06-15	12625	2515	318	100	31800
Store 4	2017-06-16	16473	2377	604	77	46508
Store 4	2017-06-17	15039	2440	328	125	41000
Store 4	2017-06-18	15233	1639	432	92	39744
Store 4	2017-06-19	12267	1450	242	103	24926
Store 4	2017-06-20	17000	3730	395	146	57670
Store 4	2017-06-21	11509	1629	456	103	46968
Store 4	2017-06-22	19137	4352	438	112	49056
Store 4	2017-06-23	13723	1532	323	133	42959
Store 4	2017-06-24	15852	3193	328	108	35424
Store 4	2017-06-25	16259	4014	1135	129	146415
Store 4	2017-06-26	16842	3623	1027	116	119132
Store 4	2017-06-27	11493	1308	363	119	43197
Store 4	2017-06-28	13032	3154	580	100	58000
Store 4	2017-06-29	12594	1881	384	140	53760
Store 4	2017-06-30	13463	1722	338	102	34476
Store 4	2017-07-01	15529	2497	460	71	32660
Store 4	2017-07-02	13712	3303	554	117	64818
Store 4	2017-07-03	14878	1667	335	113	37855
Store 4	2017-07-04	11077	2242	542	127	68834
Store 4	2017-07-05	15126	3752	1025	136	139400
Store 4	2017-07-06	12008	2968	668	115	76820
Store 4	2017-07-07	19107	1938	274	107	29318
Store 4	2017-07-08	8624	2009	375	78	29250
Store 4	2017-07-09	19263	4187	877	115	100855
Store 4	2017-07-10	17386	4002	686	109	74774
Store 4	2017-07-11	17837	2895	795	115	91425
Store 4	2017-07-12	15920	3251	963	108	104004
Store 4	2017-07-13	17487	2379	324	117	37908
Store 4	2017-07-14	8806	1736	218	102	22236
Store 4	2017-07-15	19940	3059	594	103	61182
Store 4	2017-07-16	11892	2488	407	111	45177
Store 4	2017-07-17	18565	3440	714	100	71400
Store 4	2017-07-18	16306	1848	258	105	27090
Store 4	2017-07-19	16905	2944	327	112	36624
Store 4	2017-07-20	13809	3079	449	123	55227
Store 4	2017-07-21	14963	2852	610	106	64660
Store 4	2017-07-22	10208	2360	449	110	49390
Store 4	2017-07-23	16017	2581	405	99	40095
Store 4	2017-07-24	14927	3510	953	125	119125
Store 4	2017-07-25	14558	3133	527	105	55335
Store 4	2017-07-26	14512	2593	358	109	39022
Store 4	2017-07-27	13533	1996	393	86	33798
Store 4	2017-07-28	18015	4443	1203	102	122706
Store 4	2017-07-29	13730	1629	378	113	42714
Store 4	2017-07-30	10770	2564	447	130	58110
Store 4	2017-07-31	12175	1961	486	122	59292
Store 4	2017-08-01	20940	4416	822	107	87954
Store 4	2017-08-02	9918	2433	654	90	58860
Store 4	2017-08-03	13518	2431	395	75	29625
Store 4	2017-08-04	13002	1578	202	107	21614
Store 4	2017-08-05	17316	3085	772	108	83376
Store 4	2017-08-06	10993	1393	160	129	20640
Store 4	2017-08-07	14503	3611	577	102	58854
Store 4	2017-08-08	10062	1355	313	116	36308
Store 4	2017-08-09	13093	2544	418	104	43472
Store 4	2017-08-10	13849	1416	272	111	30192
Store 4	2017-08-11	15334	2670	288	109	31392
Store 4	2017-08-12	10116	1951	334	115	38410
Store 4	2017-08-13	22062	4415	578	122	70516
Store 4	2017-08-14	13444	1976	444	104	46176
Store 4	2017-08-15	11825	2406	651	121	78771
Store 4	2017-08-16	13746	1687	231	104	24024
Store 4	2017-08-17	14361	2623	712	94	66928
Store 4	2017-08-18	12658	1727	456	114	51984
Store 4	2017-08-19	9570	2035	300	82	24600
Store 4	2017-08-20	12687	3037	881	81	71361
Store 4	2017-08-21	11478	1489	333	93	30969
Store 4	2017-08-22	15825	3330	489	121	59169
Store 4	2017-08-23	13308	1362	151	109	16459
Store 4	2017-08-24	15515	2200	375	93	34875
Store 4	2017-08-25	17200	2215	539	117	63063
Store 4	2017-08-26	16583	2461	282	103	29046
Store 4	2017-08-27	15177	2808	502	119	59738
Store 4	2017-08-28	11198	1515	413	120	49560
Store 4	2017-08-29	19095	4658	627	103	64581
Store 4	2017-08-30	19248	4165	683	126	86058
Store 4	2017-08-31	14636	2750	496	100	49600
Store 4	2017-09-01	9117	2104	427	123	52521
Store 4	2017-09-02	11185	2435	422	90	37980
Store 4	2017-09-03	23126	5068	1029	131	134799
Store 4	2017-09-04	12082	1609	356	114	40584
Store 4	2017-09-05	18191	2881	311	106	32966
Store 4	2017-09-06	17477	1930	578	94	54332
Store 4	2017-09-07	12187	1965	319	108	34452
Store 4	2017-09-08	15880	1925	266	106	28196
Store 4	2017-09-09	12600	1667	390	115	44850
Store 4	2017-09-10	11533	2197	395	106	41870
Store 4	2017-09-11	16758	2475	448	74	33152
Store 4	2017-09-12	18603	2600	324	90	29160
Store 4	2017-09-13	9285	1203	155	115	17825
Store 4	2017-09-14	13945	1944	538	103	55414
