_id,_class,tenantId,storeId,storeName,timeZone,deviceId,deviceName,eventStartDateTime,eventEndDateTime,menuName,menuId,className,modelName,deviceType,pathId,pathName
ObjectId(5b3a111c6e249a60ddc17536),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T11:46:49,2018-07-02T11:47:37,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b3a0f90c066fc678ff77282),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:39:33,2018-07-02T11:41:59,USED CARS,5b3826b66e249a32f5db4c7f,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b66e249a32f5db4c7f,Podium>USED CARS
ObjectId(5b3a0f90c066fc678ff77281),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:39:30,2018-07-02T11:39:33,Insurance,5b3826b76e249a32f5db4c81,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292333>5b3826b76e249a32f5db4c81,Podium>OWNERSHIP>Insurance
ObjectId(5b3a0f90c066fc678ff77280),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:39:23,2018-07-02T11:39:30,Service Club,5b3826b7c066fc3a72292335,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292333>5b3826b7c066fc3a72292335,Podium>OWNERSHIP>Service Club
ObjectId(5b3a0f90c066fc678ff7727f),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:37:42,2018-07-02T11:39:23,HELP ME CHOOSE,5b3826b66e249a32f5db4c80,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b66e249a32f5db4c80,Podium>HELP ME CHOOSE
ObjectId(5b3a0f90c066fc678ff7727e),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:36:52,2018-07-02T11:37:39,Brochure,5b3826bbc066fc3a72292347,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292347,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Brochure
ObjectId(5b3a0f90c066fc678ff7727d),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:36:25,2018-07-02T11:36:52,Videos,5b3826bbc066fc3a72292346,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292346,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Videos
ObjectId(5b3a0f90c066fc678ff7727c),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:35:56,2018-07-02T11:36:25,Accessories,5b3826bbc066fc3a72292344,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292344,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Accessories
ObjectId(5b3a0f90c066fc678ff7727b),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:35:01,2018-07-02T11:35:56,Visualizer,5b3826bb6e249a32f5db4c98,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bb6e249a32f5db4c98,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Visualizer
ObjectId(5b3a09aac066fc678ff73a1e),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:15:41,2018-07-02T11:16:47,Visualizer,5b3826bb6e249a32f5db4c98,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bb6e249a32f5db4c98,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Visualizer
ObjectId(5b3a09aac066fc678ff73a1d),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:15:39,2018-07-02T11:15:41,Accessories,5b3826bbc066fc3a72292344,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292344,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Accessories
ObjectId(5b3a09aac066fc678ff73a1c),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:15:36,2018-07-02T11:15:39,Videos,5b3826bbc066fc3a72292346,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292346,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Videos
ObjectId(5b3a09aac066fc678ff73a1b),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:15:32,2018-07-02T11:15:36,Brochure,5b3826bbc066fc3a72292347,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292347,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Brochure
ObjectId(5b3a09aac066fc678ff73a1a),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T11:15:29,2018-07-02T11:15:32,Visualizer,5b3826bb6e249a32f5db4c98,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bb6e249a32f5db4c98,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Visualizer
ObjectId(5b3a06ec6e249a60ddc13732),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T11:03:02,2018-07-02T11:05:04,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b3a05dc6e249a60ddc13135),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:57:40,2018-07-02T10:58:34,Brochure,5b3826bbc066fc3a7229235a,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c89>5b3826bbc066fc3a7229235a,Podium>NEW CARS>Choose Your Model>MOKKA X>Brochure
ObjectId(5b3a05dc6e249a60ddc13134),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:57:39,2018-07-02T10:57:40,Visualizer,5b3826bbc066fc3a7229234e,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c89>5b3826bbc066fc3a7229234e,Podium>NEW CARS>Choose Your Model>MOKKA X>Visualizer
ObjectId(5b3a05dc6e249a60ddc13133),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:57:30,2018-07-02T10:57:31,Visualizer,5b3826bb6e249a32f5db4c95,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c86>5b3826bb6e249a32f5db4c95,Podium>NEW CARS>Choose Your Model>CORSA 5-DOOR>Visualizer
ObjectId(5b3a011a6e249a60ddc11f68),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:37:03,2018-07-02T10:40:19,Brochure,5b3826bbc066fc3a7229234a,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b9c066fc3a7229233d>5b3826bbc066fc3a7229234a,Podium>NEW CARS>Choose Your Model>ASTRA>Brochure
ObjectId(5b3a011a6e249a60ddc11f67),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:37:01,2018-07-02T10:37:03,Visualizer,5b3826bb6e249a32f5db4c99,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b9c066fc3a7229233d>5b3826bb6e249a32f5db4c99,Podium>NEW CARS>Choose Your Model>ASTRA>Visualizer
ObjectId(5b3a00286e249a60ddc119bf),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:33:53,2018-07-02T10:34:06,USED CARS,5b3826b66e249a32f5db4c7f,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b66e249a32f5db4c7f,Podium>USED CARS
ObjectId(5b3a00286e249a60ddc119be),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:33:50,2018-07-02T10:33:53,Service Club,5b3826b7c066fc3a72292335,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292333>5b3826b7c066fc3a72292335,Podium>OWNERSHIP>Service Club
ObjectId(5b3a00286e249a60ddc119bd),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:33:48,2018-07-02T10:33:50,Insurance,5b3826b76e249a32f5db4c81,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292333>5b3826b76e249a32f5db4c81,Podium>OWNERSHIP>Insurance
ObjectId(5b3a00286e249a60ddc119bc),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:33:47,2018-07-02T10:33:48,Service Club,5b3826b7c066fc3a72292335,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292333>5b3826b7c066fc3a72292335,Podium>OWNERSHIP>Service Club
ObjectId(5b3a00286e249a60ddc119bb),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:33:41,2018-07-02T10:33:47,HELP ME CHOOSE,5b3826b66e249a32f5db4c80,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b66e249a32f5db4c80,Podium>HELP ME CHOOSE
ObjectId(5b39ff876e249a60ddc11438),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:31:09,2018-07-02T10:33:32,Accessories,5b1bbc57c066fc1c01f6a9ca,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9ca,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Accessories
ObjectId(5b3a00286e249a60ddc119ba),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:32:57,2018-07-02T10:33:06,Visualizer,5b39f91c6e249a32f5db4f89,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b39f8fcc066fc3a7229262e>5b39f91c6e249a32f5db4f89,Podium>NEW CARS>Choose Your Model>Combo Lite>Visualizer
ObjectId(5b3a00286e249a60ddc119b9),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:32:50,2018-07-02T10:32:53,Visualizer,5b3826bb6e249a32f5db4c95,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c86>5b3826bb6e249a32f5db4c95,Podium>NEW CARS>Choose Your Model>CORSA 5-DOOR>Visualizer
ObjectId(5b3a00286e249a60ddc119b8),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:32:42,2018-07-02T10:32:47,Brochure,5b3826bbc066fc3a72292347,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292347,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Brochure
ObjectId(5b3a00286e249a60ddc119b7),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:32:36,2018-07-02T10:32:42,Accessories,5b3826bbc066fc3a72292344,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292344,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Accessories
ObjectId(5b3a00286e249a60ddc119b6),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:32:31,2018-07-02T10:32:36,Visualizer,5b3826bb6e249a32f5db4c98,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bb6e249a32f5db4c98,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Visualizer
ObjectId(5b39ff876e249a60ddc11437),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:30:22,2018-07-02T10:31:09,Videos,5b335c5cc066fc3f8a80d56c,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b226f816e249a423789028c>5b335c5cc066fc3f8a80d56c,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Features>Videos
ObjectId(5b39ff876e249a60ddc11436),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:30:02,2018-07-02T10:30:22,Trims,5b335c4bc066fc3f8a80d56b,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b226f816e249a423789028c>5b335c4bc066fc3f8a80d56b,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Features>Trims
ObjectId(5b39ff876e249a60ddc11434),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:29:51,2018-07-02T10:30:02,Trims,5b1bbc586e249a1be885f513,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f513,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Trims
ObjectId(5b39ff876e249a60ddc11435),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:30:02,2018-07-02T10:30:02,Technology,5b1bbc58c066fc1c01f6a9dc,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc58c066fc1c01f6a9dc,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Technology
ObjectId(5b39ff876e249a60ddc11433),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:29:23,2018-07-02T10:29:51,Technology,5b1bbc58c066fc1c01f6a9dc,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc58c066fc1c01f6a9dc,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Technology
ObjectId(5b39ff876e249a60ddc11432),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:29:09,2018-07-02T10:29:23,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b39fda4c066fc678ff6f4c8),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:23:23,2018-07-02T10:23:31,Brochure,5b3826bbc066fc3a72292347,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bbc066fc3a72292347,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Brochure
ObjectId(5b39fda4c066fc678ff6f4c7),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:23:20,2018-07-02T10:23:23,Visualizer,5b3826bb6e249a32f5db4c98,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c8a>5b3826bb6e249a32f5db4c98,Podium>NEW CARS>Choose Your Model>CORSA 3-DOOR>Visualizer
ObjectId(5b39fc9cc066fc678ff6f488),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:19:09,2018-07-02T10:21:16,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b39fc9cc066fc678ff6f487),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:19:04,2018-07-02T10:19:09,Technology,5b1bbc58c066fc1c01f6a9dc,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc58c066fc1c01f6a9dc,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Technology
ObjectId(5b39fc9cc066fc678ff6f486),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:18:59,2018-07-02T10:19:04,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b39fbe9c066fc678ff6ef2d),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:17:28,2018-07-02T10:18:16,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b39fbe9c066fc678ff6ef2c),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:15:50,2018-07-02T10:17:28,Trims,5b1bbc586e249a1be885f513,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f513,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Trims
ObjectId(5b39fbe9c066fc678ff6ef2b),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:15:48,2018-07-02T10:15:50,Lifestyle,5b1bbc586e249a1be885f512,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b1bbc57c066fc1c01f6a9d6>5b1bbc586e249a1be885f512,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Brochure>Lifestyle
ObjectId(5b39fb4bc066fc678ff6ef27),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:14:02,2018-07-02T10:15:30,HELP ME CHOOSE,5b3826b66e249a32f5db4c80,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b66e249a32f5db4c80,Podium>HELP ME CHOOSE
ObjectId(5b39fb4bc066fc678ff6ef26),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:13:44,2018-07-02T10:14:00,Brochure,5b3826bb6e249a32f5db4c92,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c87>5b3826bb6e249a32f5db4c92,Podium>NEW CARS>Choose Your Model>NEW CROSSLAND X>Brochure
ObjectId(5b39fb4bc066fc678ff6ef25),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:13:28,2018-07-02T10:13:44,Accessories,5b3826bbc066fc3a72292343,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c87>5b3826bbc066fc3a72292343,Podium>NEW CARS>Choose Your Model>NEW CROSSLAND X>Accessories
ObjectId(5b39fb4bc066fc678ff6ef24),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:13:18,2018-07-02T10:13:28,Visualizer,5b3826bb6e249a32f5db4ca1,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b3826b96e249a32f5db4c87>5b3826bb6e249a32f5db4ca1,Podium>NEW CARS>Choose Your Model>NEW CROSSLAND X>Visualizer
ObjectId(5b39fa776e249a60ddc0f8a1),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363165c066fc5d7b5add31,BTCS,2018-07-02T10:09:51,2018-07-02T10:12:07,Trims,5b335c4bc066fc3f8a80d56b,CARS,GRANDLAND X,LFD-WIN-IP-C,5b1bb767c066fc1c01f6a8da>5b1bbc55c066fc1c01f6a9a0>5b1bbc56c066fc1c01f6a9a4>5b1bbc56c066fc1c01f6a9aa>5b226f816e249a423789028c>5b335c4bc066fc3f8a80d56b,CarDataStand>CARS>GRANDLAND X>NEW GRANDLAND X>Features>Trims
ObjectId(5b39fa7dc066fc678ff6e4b0),com.samsung.sds.nexshop.report.model.TouchLog,5,18,Leicester,Europe/London,5b363ac46e249a600c3acf37,Podium,2018-07-02T10:09:59,2018-07-02T10:10:03,Visualizer,5b39f91c6e249a32f5db4f89,,,LFD-WIN-IP-P,5b3826b66e249a32f5db4c7e>5b3826b6c066fc3a72292332>5b3826b7c066fc3a72292337>5b39f8fcc066fc3a7229262e>5b39f91c6e249a32f5db4f89,Podium>NEW CARS>Choose Your Model>Combo Lite>Visualizer
